Date,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,AAPL,META,NVDA,AAPL,META,NVDA,AAPL,META,NVDA,AAPL,META,NVDA,AAPL,META,NVDA
2023-07-31,194.50257873535156,316.8616638183594,46.70025634765625,194.54219067365466,323.8831406862623,47.101010662202654,193.32437284504627,315.85716485829107,46.47739394545159,194.11644542830032,321.9238881672483,46.72524249470283,38824100,25799600,251055000
2023-08-01,193.67092895507812,320.94927978515625,46.4783935546875,194.77982161953312,322.37150074557746,46.87115337617215,193.3441984148306,312.94321287417165,45.998689259747614,194.29468863259882,315.80750439718474,46.431421579880784,35175100,22817900,237858000
2023-08-02,190.6709442138672,312.5950622558594,44.24177169799805,193.24516118654293,316.6528179941792,45.811804541571604,189.94818497968632,308.95502827189273,43.36031423567036,193.1065496196106,316.2649313400606,45.802811205814955,50389300,20461100,530142000
2023-08-03,189.27493286132812,311.4811706542969,44.48762130737305,190.46303425792703,314.2261212150192,45.0902510844573,188.79969532419432,308.23894820075196,43.77306090168559,189.67097673188036,308.23894820075196,43.77306090168559,61235200,15180200,324176000
2023-08-04,180.1859588623047,309.0346374511719,44.65251922607422,185.5225277890391,316.6727273307237,45.61392552116733,180.11664551288445,308.50753039739976,44.36569700001792,183.6809651573304,313.24153872999045,44.95733193640991,115956800,17612800,362666000
2023-08-07,177.0770721435547,314.8327941894531,45.38907241821289,181.31464344213896,315.3400212579835,45.511997882155306,175.5919415919706,308.76607072169384,44.53559746044546,180.32455640774955,311.5209765711652,45.083260824874436,97576100,16236500,322154000
2023-08-08,178.01763916015625,310.9342041015625,44.636539459228516,178.48298124186843,316.1555593185805,45.2141831870071,175.81964489133262,308.4179790218584,44.028911584781994,177.9087289898081,312.68458064034974,44.825422427653535,67823000,15183500,353843000
2023-08-09,176.42361450195312,303.5447082519531,42.527835845947266,179.13644336005612,311.91878050042124,44.28475433203125,175.25530392276485,301.1975994249986,42.10809210724688,179.07704055404358,311.1728726416922,44.246775684017756,60378500,19955800,586449000
2023-08-10,176.20579528808594,304.07183837890625,42.3619384765625,178.95823610645982,310.6358341050445,43.54721009493607,175.83946791027196,302.2120461658991,41.80927708240051,177.700821310071,306.25984707130925,42.13407802054062,54686900,14358900,492705000
2023-08-11,176.2652587890625,299.9942626953125,40.829872131347656,177.0881424893324,303.05744481965763,41.99215885411626,175.03590276334816,298.7212172553964,40.61400537621823,175.7993034466227,300.91918131861985,41.72532096506458,52036700,14046300,533085000
2023-08-14,177.9209442138672,304.5193786621094,43.72608947753906,178.14896748076782,304.539258612385,43.77306145616608,175.78937369863468,296.6226981998028,40.28620883934567,176.44371711975322,299.3378137903468,40.46110044875355,43675600,15641900,690286000
2023-08-15,175.9281768798828,300.30255126953125,43.9129753112793,177.94076628789648,305.55374199654375,45.24016151262856,175.53161335110406,298.3930135728576,43.68311721989351,177.34592099472832,304.46969275690145,44.5325967531205,43622600,11623600,676512000
2023-08-16,175.0557403564453,292.684326171875,43.45925521850586,177.00883168990967,299.43725724650096,44.64752313399485,174.98633341606396,292.67437102075866,43.37930259032958,175.61093536777827,298.5620841293075,44.49261968234225,46964900,18547700,527451000
2023-08-17,172.50775146484375,283.53448486328125,43.31733703613281,175.9876437638565,294.434676280866,44.034893836307766,171.9922068223475,283.3952645155241,42.97454572789862,175.62082177696578,291.4510449170292,43.9429513791179,66062900,23950100,452395000
2023-08-18,172.99356079101562,281.7045593261719,43.272369384765625,173.59832997175556,284.1312488672527,43.551197119018596,170.48525954825683,272.88295980026686,41.634377488176604,170.82234004167174,277.507582859326,42.6087763040824,61172200,35347900,583768000
2023-08-21,174.3319854736328,288.3182373046875,46.938114166259766,174.61950689363672,288.914969646115,47.03605346889401,172.25000423465377,280.3121719729933,44.19480341942979,173.56859991663836,281.90344809977756,44.46663549789338,46311900,20181500,692573000
2023-08-22,175.7100372314453,286.0307922363281,45.63990783691406,176.15617491939756,291.3018620384618,48.157359348871346,174.73844613556068,285.1854239677795,45.30511481803887,175.5414969994601,290.9537656512869,48.10538938333686,42038900,12980200,755293000
2023-08-23,179.5666961669922,292.63458251953125,47.08702850341797,179.9930163205811,295.77734483299173,47.17097648405538,176.80063007696822,286.10045227284775,45.18020082751445,176.98900304288458,286.925910341543,45.83779715485904,52722800,18287000,779046000
2023-08-24,174.8673553466797,285.1854553222656,47.13399124145508,179.54687744583052,297.82609943825014,50.2350834241531,174.50051821034532,285.0760700648493,47.12999589751468,179.1205572949361,296.8713458193419,50.18511493844055,54945800,18360900,1156044000
2023-08-25,177.07823181152344,283.9422607421875,45.98970031738281,177.6135940867137,286.81650695183856,47.77560005540554,174.3121656551708,274.5239295483601,44.99630833714143,175.8587845923081,284.5688282052502,46.98308848527299,51449600,23701400,925341000
2023-08-28,178.64471435546875,288.67633056640625,46.80619430541992,179.04127795174605,289.85984027009437,46.951105584017796,177.01877940604135,284.2406427899483,44.860393165521366,178.54556589243367,286.42865157434784,46.453410769401096,43820700,14239300,685192000
